
time,foot
21.26661,Right,
21.33669,Left,
21.48699,Right,
21.57675,Left,
21.72575,Right,
21.8028,Left,
21.9532,Right,
22.03012,Left,
22.17532,Right,
22.24742,Left,
22.41124,Right,
22.44682,Left,
22.60854,Right,
22.66861,Left,
22.86853,Right,
22.88585,Left,
23.02106,Right,
23.07302,Left,

time,foot
0,Left,
0.4557667,Right,
0.5835662,Left,
0.7024267,Right,
0.8182223,Left,
1.06997,Right,
1.232683,Left,
1.259881,Right,
1.442193,Left,
1.482032,Right,
1.636342,Left,
1.822748,Right,
1.975132,Left,
2.057738,Right,
2.22108,Left,
2.22108,Right,
2.37945,Left,
2.459964,Right,
2.577107,Left,
2.577107,Right,
2.905328,Left,
3.036981,Right,
3.138596,Left,
3.249584,Right,
3.343529,Left,
3.475561,Right,
3.574543,Left,
3.738269,Right,
3.812388,Left,
3.932149,Right,
4.005762,Left,
4.214507,Right,
4.256166,Left,
4.420279,Right,
4.482825,Left,
4.688084,Right,
4.908167,Left,
5.098347,Right,
5.254611,Left,
5.254611,Right,
5.389139,Left,
5.437134,Right,
5.62703,Left,
5.787805,Right,
6.021499,Left,
6.138564,Right,
6.198782,Left,
6.330152,Right,
6.493442,Left,
6.601092,Right,
6.853087,Left,

time,foot
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0.05782533,Left,
0.2184773,Right,
0.278416,Left,
0.4523498,Right,
0.5164249,Left,

time,foot

time,foot
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0.1418747,Right,
0.2193813,Left,
0.3742338,Right,
0.4170471,Left,
0.5767946,Right,
0.6370994,Left,
0.7633608,Right,
0.8371084,Left,
0.9802874,Right,
1.036991,Left,
1.173139,Right,
1.236378,Left,
1.387075,Right,
1.438778,Left,
1.580546,Right,
1.64007,Left,
1.787113,Right,
1.858566,Left,
1.987723,Right,
2.064247,Left,
2.200218,Right,
2.281427,Left,
2.418806,Right,
2.458318,Left,
2.618153,Right,
2.673691,Left,
2.806764,Right,
2.873736,Left,
2.991393,Right,
3.05479,Left,
3.210466,Right,
3.229505,Left,
3.431749,Right,
3.551551,Left,

time,foot
0,Left,

time,foot

time,foot
0,Left,
8.061358,Right,
8.806081,Left,
9.53229,Right,
10.30989,Left,
11.02855,Right,
11.729,Left,
12.50873,Right,
13.09811,Left,
13.63943,Right,
14.24846,Left,
14.80592,Right,
15.38736,Left,
15.93494,Right,
16.56682,Left,
17.15749,Right,
17.75775,Left,
18.36998,Right,
18.95759,Left,
19.47912,Right,
20.05885,Left,
20.6341,Right,
21.19064,Left,
21.78324,Right,
22.34248,Left,
22.97731,Right,
23.4918,Left,
24.13247,Right,
24.68852,Left,
25.30929,Right,
25.84112,Left,
26.48003,Right,
26.96993,Left,

time,foot
0,Left,
0,Right,
1.207656,Left,
1.804457,Right,
2.403893,Left,
2.982313,Right,
3.56226,Left,
4.169139,Right,
4.733989,Left,
5.34851,Right,
5.951108,Left,
6.562294,Right,
7.165378,Left,
7.774963,Right,
8.396273,Left,
9.010026,Right,
9.579306,Left,
10.17135,Right,
10.77975,Left,
11.39306,Right,
11.96433,Left,
12.58903,Right,
13.17625,Left,
13.82555,Right,
14.3958,Left,
14.97924,Right,
15.59628,Left,
16.20633,Right,
16.84578,Left,
17.41433,Right,
17.94575,Left,
18.55656,Right,
19.14394,Left,
19.72728,Right,
20.33146,Left,
20.90516,Right,
21.49732,Left,
22.12695,Right,
22.73574,Left,
23.36631,Right,
23.95562,Left,
24.57202,Right,
25.15594,Left,
25.75803,Right,
26.34157,Left,
26.94479,Right,
27.5281,Left,
28.06401,Right,
28.70408,Left,
29.31798,Right,
29.92022,Left,
30.51995,Right,
31.16906,Left,

time,foot
0,Left,
0,Right,
0.5568712,Left,
1.141038,Right,
1.69834,Left,
2.351902,Right,
2.948961,Left,
3.629286,Right,
4.298138,Left,
4.926842,Right,
5.537962,Left,
6.150517,Right,
6.800045,Left,
7.461336,Right,
8.123624,Left,
8.796136,Right,
9.424836,Left,
10.07968,Right,
10.21934,Left,
11.42735,Right,
12.09652,Left,
12.76768,Right,
13.47996,Left,
14.12484,Right,
14.74052,Left,
15.46333,Right,
16.17974,Left,
16.93437,Right,
17.5932,Left,
18.33066,Right,
18.96739,Left,

time,foot
0,Right,
0,Left,
0.6117013,Right,
1.138494,Left,
1.617565,Right,
2.166875,Left,
2.684487,Right,
3.261264,Left,
3.804219,Right,
4.325521,Left,
4.937917,Right,
5.428761,Left,
5.982406,Right,
6.500115,Left,
7.071603,Right,
7.557339,Left,
8.11073,Right,
8.684923,Left,
9.233428,Right,
9.764522,Left,
10.29779,Right,
10.8495,Left,
11.3814,Right,
11.9475,Left,
12.43784,Right,
13.03329,Left,
13.62346,Right,
14.114,Left,
14.66286,Right,
15.21409,Left,
15.74333,Right,
16.34389,Left,
16.9016,Right,
17.45666,Left,
17.977,Right,
18.55629,Left,
19.04102,Right,
19.62165,Left,
20.14825,Right,
20.69778,Left,
21.26605,Right,
22.8,Left,
23.38711,Right,
23.89942,Left,
24.40269,Right,
24.93887,Left,
25.4637,Right,
25.96718,Left,
26.50642,Right,
27.22746,Left,

time,foot
0,Right,
0,Left,
0,Right,
0,Left,
1.061216,Right,
1.638547,Left,
2.135756,Right,
2.643289,Left,
3.218095,Right,
3.704559,Left,
4.250299,Right,
4.822448,Left,
5.354751,Right,
5.9442,Left,
6.477693,Right,
6.992336,Left,
7.584907,Right,
8.099349,Left,
8.662446,Right,
9.192679,Left,
9.755992,Right,
10.28266,Left,
10.79668,Right,
11.31366,Left,
11.86238,Right,
12.38568,Left,
12.92251,Right,
13.40812,Left,
13.90109,Right,
14.37848,Left,
14.87759,Right,
15.35519,Left,
15.88455,Right,
16.45004,Left,
16.95353,Right,
17.4424,Left,
18.00136,Right,
18.53582,Left,
19.03957,Right,
19.55946,Left,
20.10066,Right,
20.6204,Left,
21.13668,Right,
21.70041,Left,
22.21898,Right,
22.73349,Left,
23.2701,Right,
23.8087,Left,
24.34971,Right,
24.85089,Left,
25.3698,Right,
25.87875,Left,
26.41084,Right,
26.90739,Left,
27.43553,Right,
27.95108,Left,
28.47831,Right,
28.97012,Left,
29.48693,Right,
29.9679,Left,
30.51749,Right,
31.00642,Left,
31.51836,Right,
32.0213,Left,
32.53915,Right,
33.01495,Left,
33.54811,Right,
34.03146,Left,
34.51627,Right,
35.0138,Left,
35.54409,Right,
36.03181,Left,
36.54882,Right,
37.09051,Left,
37.59143,Right,
38.12,Left,
38.6727,Right,
39.21001,Left,
39.73239,Right,
42.45301,Left,
42.98624,Right,
43.46355,Left,
43.8185,Right,
44.13445,Left,
45.06394,Right,

time,foot
0,Left,

time,foot
0,Left,
1.795613,Right,
2.405875,Left,
2.900379,Right,
3.430705,Left,
3.908903,Right,

time,foot
0,Left,
1.521597,Right,
2.194266,Left,
2.651712,Right,

time,foot

time,foot
0,Left,

time,foot
0,Left,
0.3923493,Right,
0.9741609,Left,
1.477803,Right,
2.011605,Left,
2.517446,Right,
2.975801,Left,

time,foot

time,foot
0,Left,
0.8184226,Right,
1.319094,Left,
1.878516,Right,
2.316526,Left,
2.813774,Right,
3.315621,Left,
3.729872,Right,
4.189999,Left,
4.558596,Right,
4.616171,Left,
4.736508,Right,
4.874702,Left,
4.984965,Right,
5.077137,Left,
5.236486,Right,
5.345249,Left,
5.440469,Right,
5.493252,Left,
5.625363,Right,
5.683523,Left,
5.807475,Right,
5.898874,Left,
5.999945,Right,
6.063541,Left,
6.171782,Right,
6.240394,Left,
6.360783,Right,
6.420889,Left,
6.539927,Right,
6.6183,Left,
6.736856,Right,
6.854755,Left,
6.915044,Right,
7.008111,Left,
7.121304,Right,
7.183746,Left,
7.32456,Right,
7.391325,Left,
7.51298,Right,
7.594827,Left,
7.712882,Right,
7.804921,Left,
7.900729,Right,
7.993263,Left,
8.133163,Right,
8.200327,Left,
8.351298,Right,
8.393129,Left,
8.548291,Right,
8.602751,Left,
8.746264,Right,
8.80351,Left,
8.955518,Right,
9.019398,Left,
9.168575,Right,
9.22152,Left,
9.395058,Right,
9.451091,Left,
9.597601,Right,
9.654381,Left,
9.795011,Right,
9.885061,Left,
10.02317,Right,
10.09887,Left,
10.23904,Right,
10.29329,Left,
10.44172,Right,
10.52838,Left,
10.66295,Right,
10.74875,Left,
10.88691,Right,
10.96278,Left,
11.09878,Right,
11.15476,Left,
11.31281,Right,
11.42839,Left,
11.53911,Right,
11.61373,Left,
11.75457,Right,
11.80905,Left,
11.95095,Right,
12.01107,Left,
12.17462,Right,
12.22863,Left,
12.36885,Right,
12.44477,Left,
12.60554,Right,
12.6325,Left,
12.79617,Right,
12.9027,Left,
13.03781,Right,
13.09881,Left,
13.23602,Right,
13.29076,Left,
13.48649,Right,
13.51098,Left,
13.72496,Right,
13.75194,Left,
13.89225,Right,
13.98112,Left,
14.08371,Right,
14.17089,Left,
14.31049,Right,
14.41656,Left,
14.55173,Right,
14.58031,Left,
14.76796,Right,
14.8544,Left,
14.99802,Right,
15.04916,Left,
15.18252,Right,
15.25701,Left,
15.4443,Right,
15.49184,Left,
15.64622,Right,
15.72267,Left,
15.88769,Right,
15.99179,Left,
16.10021,Right,
16.17279,Left,
16.32175,Right,
16.40646,Left,
16.55847,Right,
16.62965,Left,
16.75492,Right,
16.8257,Left,
16.97857,Right,
17.05079,Left,
17.19321,Right,
17.2942,Left,
17.44552,Right,
17.53688,Left,
17.65338,Right,
17.74394,Left,
17.9037,Right,
17.95473,Left,
18.30075,Right,
18.54116,Left,
18.75665,Right,

time,foot
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0.1734325,Right,
0.2491907,Left,
0.4040245,Right,
0.4792374,Left,
0.6669534,Right,
0.7196431,Left,
0.8715928,Right,
0.9488879,Left,
1.080607,Right,
1.159917,Left,
1.313484,Right,
1.472701,Left,
1.526251,Right,
1.611947,Left,
1.744395,Right,
1.809021,Left,
1.969572,Right,
2.045879,Left,
2.156158,Right,
2.238408,Left,
2.395738,Right,
2.453182,Left,
2.59127,Right,
2.670576,Left,
2.797518,Right,
2.878679,Left,
3.008419,Right,
3.065899,Left,
3.234872,Right,
3.28738,Left,
3.448016,Right,
3.505808,Left,
3.750228,Right,
3.935712,Left,
4.114819,Right,
4.168849,Left,
4.324439,Right,
4.382633,Left,
4.578913,Right,

time,foot
0,Left,
0,Right,
0.6663258,Left,
1.541609,Right,
2.099964,Left,
2.743881,Right,
3.430779,Left,
4.047489,Right,
4.806693,Left,
5.508614,Right,
6.184861,Left,
6.815049,Right,
7.541278,Left,
8.30165,Right,
8.899889,Left,

time,foot
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0,Left,
0,Right,
0.1505462,Left,
0.3498276,Right,
0.4538063,Left,
0.6884237,Right,
0.7049895,Left,
0.8888767,Right,
0.9770095,Left,
1.172148,Right,
1.211499,Left,
1.411276,Right,
1.497756,Left,
1.671018,Right,
1.745611,Left,
1.921029,Right,
2.002259,Left,
2.173825,Right,
2.231043,Left,
2.418333,Right,
2.453986,Left,
2.639676,Right,
2.70132,Left,
2.862085,Right,
2.983277,Left,
3.110919,Right,
3.171404,Left,
3.378902,Right,
3.413034,Left,
3.60403,Right,
3.680032,Left,
3.865813,Right,
3.902389,Left,
4.105245,Right,
4.143621,Left,
4.325263,Right,
4.399385,Left,
4.601413,Right,
4.673952,Left,
4.85937,Right,
4.918172,Left,
5.085424,Right,
5.158289,Left,
5.34567,Right,
5.405056,Left,
5.602493,Right,
5.690763,Left,
5.865379,Right,
5.943916,Left,
6.143993,Right,
6.186153,Left,
6.377561,Right,
6.446549,Left,
6.652413,Right,
6.708354,Left,
6.889551,Right,
6.941065,Left,
7.136188,Right,
7.209012,Left,
7.368618,Right,
7.439473,Left,
7.638134,Right,
7.675714,Left,
7.895448,Right,
7.933316,Left,
8.120905,Right,
8.175263,Left,
8.367762,Right,
8.423358,Left,
8.622499,Right,
8.693792,Left,
8.873401,Right,
8.926451,Left,
9.139772,Right,
9.174362,Left,
9.386013,Right,
9.404489,Left,
10.33647,Right,
10.46007,Left,
10.5923,Right,
10.66762,Left,
10.82435,Right,
10.894,Left,
11.07534,Right,
11.10867,Left,
11.31484,Right,
11.35338,Left,
11.54941,Right,
11.6008,Left,
12.24945,Right,
12.71647,Left,
12.82957,Right,
12.97254,Left,
13.06299,Right,
13.17282,Left,
13.35248,Right,
13.39252,Left,
13.61502,Right,
13.66964,Left,
13.86617,Right,
13.88622,Left,
14.12025,Right,
14.1552,Left,
14.42063,Right,
14.43849,Left,
14.63352,Right,
14.66704,Left,
14.87982,Right,
14.93196,Left,
15.14389,Right,
15.16472,Left,
15.38662,Right,
15.45648,Left,
15.62941,Right,
15.66437,Left,
15.86719,Right,
15.91901,Left,
16.1228,Right,
16.13974,Left,
16.35584,Right,
16.42219,Left,
16.593,Right,
16.7164,Left,
16.86585,Right,
16.91725,Left,
17.10118,Right,
17.16744,Left,
17.35785,Right,
17.44397,Left,
17.67861,Right,
17.71371,Left,
17.929,Right,
17.9742,Left,
18.19648,Right,
18.22962,Left,
18.46155,Right,
18.75319,Left,

time,foot
0,Left,
0.2700005,Right,
0.925257,Left,
1.383365,Right,
1.850078,Left,
2.214583,Right,
2.525049,Left,
2.881171,Right,

time,foot

time,foot

time,foot
0,Left,
0.1576462,Right,
0.5139115,Left,
1.44961,Right,
1.92422,Left,
2.280472,Right,
3.546021,Left,
4.695741,Right,
8.477108,Left,
8.625889,Right,
9.468353,Left,
9.764198,Right,
9.914382,Left,
10.00067,Right,
10.09202,Left,
10.45075,Right,
11.22273,Left,
11.43609,Right,
11.62058,Left,
11.70978,Right,
11.79459,Left,
11.89402,Right,
11.96474,Left,
12.08077,Right,
12.25072,Left,
12.41828,Right,
12.53721,Left,
12.75379,Right,
12.78749,Left,
13.04592,Right,
13.13643,Left,
13.25476,Right,
13.32375,Left,
13.45112,Right,
13.52014,Left,
13.63649,Right,
13.70434,Left,
13.82132,Right,
13.89202,Left,
14.00978,Right,
14.09262,Left,
14.21302,Right,
14.28309,Left,
14.40228,Right,
14.46973,Left,
14.60464,Right,
14.64216,Left,
14.85044,Right,

time,foot
0,Left,
0.3896378,Right,
0.8968973,Left,
1.30449,Right,
2.825304,Left,
3.37085,Right,
3.827936,Left,
4.574141,Right,
5.413408,Left,
6.376624,Right,
7.169867,Left,
7.78265,Right,
8.203022,Left,
8.678805,Right,
8.860987,Left,
8.982125,Right,
9.090355,Left,
9.27647,Right,
9.334327,Left,
9.489916,Right,
9.557094,Left,
9.714197,Right,
9.766342,Left,
9.926941,Right,
9.993218,Left,
10.14821,Right,
10.20489,Left,
10.34714,Right,
10.42129,Left,
10.57675,Right,
10.59352,Left,
10.78949,Right,
10.99049,Left,
11.15692,Right,
11.8015,Left,
12.06397,Right,
12.36158,Left,
12.58278,Right,
12.81795,Left,
13.05487,Right,
13.30838,Left,
13.58551,Right,
13.8184,Left,
14.02515,Right,
14.25917,Left,
14.54327,Right,
14.66507,Left,
14.79901,Right,
14.95634,Left,
15.00715,Right,
15.09411,Left,
15.19651,Right,
15.30116,Left,
15.3922,Right,
15.49329,Left,
15.61658,Right,
15.70485,Left,
15.82936,Right,
15.91682,Left,
16.02902,Right,
16.11487,Left,
16.2349,Right,
16.32193,Left,
16.4583,Right,
16.53229,Left,
16.66783,Right,
16.75158,Left,
16.89389,Right,
17.01413,Left,
17.11426,Right,
17.25131,Left,
17.32221,Right,
17.43104,Left,
17.5478,Right,
17.65389,Left,
17.79053,Right,
17.89535,Left,
17.99744,Right,
18.11895,Left,
18.22382,Right,
18.32716,Left,
18.47078,Right,
18.55873,Left,
18.71426,Right,
18.7988,Left,
18.94823,Right,
19.04173,Left,
19.16721,Right,
19.25412,Left,
19.38776,Right,
19.53347,Left,
19.58776,Right,
19.68421,Left,
19.81401,Right,
19.89809,Left,
20.02953,Right,
20.12288,Left,
20.25463,Right,
20.33228,Left,
20.48339,Right,
20.57891,Left,
20.68185,Right,
20.78147,Left,
20.92221,Right,
21.00646,Left,
21.14601,Right,
21.22949,Left,
21.36382,Right,
21.46375,Left,
21.59947,Right,
21.68622,Left,
21.82625,Right,
21.92084,Left,
22.0409,Right,
22.14192,Left,
22.26022,Right,
22.367,Left,
22.50298,Right,
22.58619,Left,
22.74097,Right,
22.82541,Left,
22.99734,Right,
23.08116,Left,
23.21394,Right,
23.29703,Left,
23.44625,Right,
23.54622,Left,
23.6787,Right,
23.77818,Left,
23.91179,Right,
23.99463,Left,
24.16028,Right,
24.24781,Left,
24.41348,Right,
24.49631,Left,
24.64659,Right,
24.72872,Left,
24.89511,Right,
24.9777,Left,
25.14337,Right,
25.24831,Left,

time,foot
0,Left,
0.3609142,Right,
1.003653,Left,
1.462632,Right,
2.077972,Left,
2.529644,Right,
3.120894,Left,
3.655069,Right,
4.208486,Left,
4.7784,Right,
5.357267,Left,
5.948416,Right,
6.514455,Left,
7.045864,Right,
7.672713,Left,
8.191903,Right,
8.729992,Left,
9.232552,Right,
9.755166,Left,
10.32561,Right,
10.74946,Left,
11.34023,Right,
11.89051,Left,
12.18922,Right,
12.32535,Left,
12.53416,Right,
12.58495,Left,
12.75532,Right,
12.82649,Left,
13.01378,Right,
13.06347,Left,
13.25096,Right,
13.33765,Left,
13.52434,Right,
13.59388,Left,
13.76007,Right,
13.82098,Left,
14.0236,Right,
14.0577,Left,
14.24928,Right,
14.30103,Left,
14.45579,Right,
14.50941,Left,
14.66336,Right,
14.69656,Left,
14.85323,Right,
14.88639,Left,
15.03918,Right,
15.07232,Left,
15.23946,Right,
15.28926,Left,
15.41689,Right,
15.48476,Left,
15.60131,Right,
15.68643,Left,
15.82319,Right,
15.85648,Left,
16.89501,Right,
17.71551,Left,
19.36018,Right,
19.79274,Left,
19.9003,Right,
20.07351,Left,
20.49631,Right,
20.62671,Left,
20.75654,Right,
20.87011,Left,
21.07408,Right,
21.17903,Left,
21.32652,Right,
21.39938,Left,
21.52068,Right,
21.64124,Left,
21.74275,Right,
21.8265,Left,
21.95187,Right,
22.05862,Left,
22.17563,Right,
23.0817,Left,
24.07095,Right,
25.01026,Left,

time,foot
0,Left,
1.08568,Right,
1.657552,Left,
2.31552,Right,
5.072628,Left,
5.594168,Right,
6.302948,Right,
6.583367,Left,
6.829697,Right,
6.895889,Left,
7.062904,Right,
7.161753,Left,
7.328832,Right,
7.395099,Left,
7.554924,Right,
7.643491,Left,
7.833293,Right,
7.879554,Left,
8.072102,Left,
8.232016,Left,
8.367174,Left,
8.519441,Left,
8.659596,Left,
8.793343,Left,
8.962296,Left,
9.113859,Left,
9.283882,Left,
9.469937,Left,
9.639571,Left,
9.823211,Left,
10.01553,Left,
10.19939,Left,
10.38184,Left,
11.38181,Right,
12.10826,Left,
12.91373,Right,
13.38465,Left,
13.83656,Right,
14.30988,Left,
14.74864,Right,
15.13137,Left,
15.39735,Right,
15.6872,Right,
15.8938,Right,
16.07709,Right,
16.22954,Right,
16.41397,Right,
16.61835,Right,
16.87587,Left,
17.06178,Left,
17.477,Left,
17.72865,Left,
18.16247,Right,
18.62041,Left,
18.89377,Right,
19.00686,Left,
19.41871,Right,
19.66929,Left,
19.90546,Right,
20.11984,Left,
20.39299,Right,
20.60118,Left,
20.83845,Right,
21.05849,Left,
21.32784,Right,
21.55266,Left,
21.82687,Right,
21.94821,Left,
22.1704,Right,
22.37067,Left,
22.61229,Right,
22.9362,Right,
23.08785,Left,
23.29821,Right,
23.46877,Left,
23.65512,Right,
23.83345,Left,
23.97931,Right,
24.13195,Left,
24.29281,Right,
24.50759,Left,
24.68617,Right,
24.82086,Left,
24.9879,Right,
25.08302,Left,
25.23954,Right,
25.33414,Left,
25.48211,Right,
25.57631,Left,
25.70585,Right,
25.77918,Left,
25.93589,Right,
26.00311,Left,
26.14541,Right,
26.18818,Left,
26.31706,Right,
26.39713,Left,
26.55776,Right,
26.58538,Left,
26.73818,Right,
26.79127,Left,
26.94011,Left,
27.12524,Left,
27.28881,Left,
27.42797,Left,
27.57127,Left,
27.72712,Right,
27.94219,Left,
27.99656,Right,
28.13889,Right,
28.42351,Right,
28.55184,Right,
28.72141,Right,
28.92225,Right,
29.14071,Right,
29.35724,Right,
29.5638,Left,
29.77104,Right,
29.90358,Left,
30.07422,Right,
30.15706,Left,
30.32685,Right,
30.40916,Left,
30.57483,Right,
30.70739,Left,
30.79019,Right,
30.87357,Left,
31.03897,Right,
31.10503,Left,
31.25406,Right,
31.33689,Left,
31.48112,Right,
31.56395,Left,
31.69649,Right,
31.74619,Left,
31.91185,Right,
31.9639,Left,

time,foot
0,Left,
0.4859191,Right,
1.081832,Left,
1.687589,Right,
2.194111,Left,
2.818525,Right,
3.334002,Left,
4.004672,Right,
4.689494,Left,
5.312195,Right,
6.037138,Left,
6.630262,Right,
7.167944,Left,
7.758595,Right,
8.303513,Left,
8.839677,Right,
9.474258,Left,
10.08673,Right,
10.67017,Left,
11.34755,Right,
11.88122,Left,
12.47845,Right,
13.02965,Left,
13.63379,Right,
14.15275,Left,
14.77979,Right,

time,foot
0,Right,
0.5595475,Left,
1.114107,Right,
1.713735,Left,
2.176543,Right,
2.684903,Left,
3.260294,Right,
3.759706,Left,
4.229066,Right,
4.714317,Left,
5.177704,Right,
5.641891,Left,
6.09018,Right,
6.501784,Left,
7.025386,Right,
7.473096,Left,
8.017983,Right,
8.489072,Left,
9.074063,Right,
9.542957,Left,
10.10074,Right,
10.59288,Left,
11.35442,Left,
12.20775,Right,
12.75505,Left,
13.27599,Right,
13.81387,Left,
14.38478,Right,
14.81629,Left,
15.33316,Right,
15.82725,Left,
16.4086,Right,
16.83896,Left,
17.4398,Right,
17.88654,Left,
18.44468,Right,
18.92525,Left,
19.51073,Right,
20.03651,Left,
20.61914,Right,
21.14409,Left,
21.67311,Right,
22.25687,Left,
22.93944,Right,
23.42913,Left,
24.18755,Right,
24.57277,Left,
25.19891,Right,
25.73864,Left,
26.27439,Right,
26.68641,Left,
27.13004,Right,
27.59689,Left,
28.09627,Right,
28.61558,Left,
29.17532,Right,
29.6342,Left,
30.16741,Right,
30.65027,Left,
31.23403,Right,
31.66973,Left,
32.22876,Right,
32.76357,Left,
33.24742,Right,
33.71185,Left,
34.2387,Right,
34.62947,Left,
35.22214,Right,
35.68127,Left,
36.1642,Right,
36.59776,Left,
37.12896,Right,
37.58461,Left,
38.04049,Right,
38.46828,Left,
39.01033,Right,
39.41932,Left,
39.8909,Right,
40.36118,Left,
40.81702,Right,
41.19876,Left,
41.68767,Right,
42.04758,Left,
42.48723,Right,
42.77642,Left,
43.23439,Right,
43.60285,Left,

